3.17927, -15.3348
2014.25, 2008.99
-1990.2, 2026.14
1993.71, -1992.05
0.676748, -9.80026
-20.4299, -6.7774
-2026.71, -1985.57
1990.95, -2034.77
-2016.11, -2008.42
5.0882, 5.35829
-2001.85, -2012.46
-2032.15, 2015.38
-1994.87, -2009.01
2028.8, -1998.67
-1988.71, -2008.03
2008.1, -2023.23
-2024.52, 2023.98
2034.84, -1985.02
-2015.38, -2021.69
17.0072, -23.8128
-20.3688, 8.86029
-2034.56, -1989.06
1998.64, 2014.4
-1993.12, 2021.32
1995.27, 2022.19
2007.9, 2032.46
-2029.59, 2014.95
-1998.25, 2015.45
-6.93304, -17.4223
-3.74233, 15.144
2034.5, -1997.42
-2026.55, 2017.87
-2031.82, 2019.99
-17.6252, 22.4792
2030.26, -2000.36
2006.33, 1988.52
-2000.84, 1992.66
2026.08, 2014.1
1993.89, 2025.86
-2027.22, 2010.2
-4.72045, -11.021
9.11206, 12.7926
2008.76, 1991.15
-1993.27, -2033.25
8.1492, -3.68892
2032.47, 2031.07
-2017.7, -2011.41
-1992.65, -2019.16
1998.59, 2034.15
-1998.04, 2013.36
-1996.93, -1993.03
2010.05, 2029.51
2034.73, 2013.63
2011.57, 1994.7
2016.34, -2002.12
-1992.89, 1991.17
-1997.84, -2019.3
-10.696, -8.1843
11.6543, 16.731
2015.01, -1997.64
-17.7763, -24.9191
2025.31, -1992.37
1990.78, 2012.66
-2029.31, -2012.27
-2000.69, 2012.17
-3.16401, -14.903
-2020.48, 2006.83
3.8934, 1.62893
1993.01, 2010.21
9.78805, 21.2401
2001.8, -2026.08
2007.87, -1985.1
2016.26, 1989.72
-1988.42, 1987.42
1999.5, -2023.63
2005.54, 1995.1
2015.21, 2007.58
4.89135, 6.7362
2026.44, -2003.76
-2006.71, -2016.24
-1998.1, 2012.76
-2022.86, -2025.55
2019.93, 2014.23
-0.276955, -20.9807
-2004.4, -2003.98
15.2264, -17.5443
2028.39, 2030.58
-1998.62, -2032.84
23.8266, -9.2494
-9.7087, -16.3038
-1991.55, -1992.44
1992.74, -2018.65
1988.83, 2017.05
2012.25, -2012.59
-10.0627, -1.72201
-2027.37, 2001.15
-2019.31, -1993.67
18.6674, 11.2514
-1987.8, -2028.64
2024.25, -2008.77
